Using backend: pytorch
Other supported backends: tensorflow.compat.v1, tensorflow, jax, paddle.
paddle supports more examples now and is recommended.
Set the default float type to float64
Device ID: 3, Free Memory: 27038.0 MB
self.triangles shape: (141944, 3)
Compiling model...
'compile' took 0.000162 s

Training model...

Step      Train loss                                            Test loss                                             Test metric
128000    [2.09e+00, 8.01e-03, 6.42e-09, 1.70e+01, 1.70e+01]    [7.07e+00, 3.57e-03, 7.00e-08, 1.70e+01, 1.70e+01]    []  
129000    [1.36e+00, 8.88e-03, 9.58e-09, 1.45e+01, 1.45e+01]    [5.90e+00, 3.64e-03, 7.80e-08, 1.45e+01, 1.45e+01]    []  
130000    [1.01e+00, 9.26e-03, 6.70e-09, 1.25e+01, 1.25e+01]    [5.50e+00, 3.62e-03, 1.53e-08, 1.25e+01, 1.25e+01]    []  
131000    [3.30e+01, 2.53e-03, 2.64e-05, 1.65e+01, 1.65e+01]    [5.79e+09, 1.08e-01, 2.59e-05, 1.65e+01, 1.65e+01]    []  
132000    [2.23e+01, 1.74e-03, 2.65e-05, 1.53e+01, 1.53e+01]    [5.88e+09, 1.04e-01, 2.76e-05, 1.53e+01, 1.53e+01]    []  
133000    [1.30e+01, 1.44e-03, 3.47e-05, 1.49e+01, 1.49e+01]    [6.00e+09, 1.01e-01, 2.89e-05, 1.49e+01, 1.49e+01]    []  
134000    [9.59e+00, 1.36e-03, 2.88e-05, 1.45e+01, 1.45e+01]    [6.20e+09, 9.88e-02, 3.01e-05, 1.45e+01, 1.45e+01]    []  
135000    [7.20e+00, 1.68e-03, 3.72e-05, 1.41e+01, 1.41e+01]    [1.26e+10, 1.19e-01, 6.04e-06, 1.41e+01, 1.41e+01]    []  
136000    [4.50e+00, 1.08e-02, 5.16e-05, 1.37e+01, 1.37e+01]    [5.36e+08, 5.39e-02, 4.63e-05, 1.37e+01, 1.37e+01]    []  
137000    [3.43e+00, 4.14e-02, 6.50e-05, 1.32e+01, 1.32e+01]    [5.44e+08, 5.25e-02, 4.41e-05, 1.32e+01, 1.32e+01]    []  
138000    [2.69e+00, 4.36e-02, 8.54e-06, 1.27e+01, 1.27e+01]    [5.52e+08, 5.08e-02, 4.23e-05, 1.27e+01, 1.27e+01]    []  
139000    [1.96e+00, 3.86e-02, 3.71e-06, 1.21e+01, 1.21e+01]    [5.35e+08, 4.86e-02, 4.78e-05, 1.21e+01, 1.21e+01]    []  
140000    [1.60e+00, 4.45e-02, 7.62e-12, 1.16e+01, 1.16e+01]    [5.27e+08, 4.71e-02, 5.12e-05, 1.16e+01, 1.16e+01]    []  
141000    [4.79e+00, 4.02e-04, 1.26e-08, 1.83e+01, 1.83e+01]    [2.49e+02, 2.00e-03, 7.26e-07, 1.83e+01, 1.83e+01]    []  
142000    [3.15e+00, 4.04e-04, 3.69e-09, 1.70e+01, 1.70e+01]    [2.67e+02, 1.28e-03, 2.00e-07, 1.70e+01, 1.70e+01]    []  
143000    [1.03e+00, 3.97e-04, 1.38e-09, 1.64e+01, 1.64e+01]    [2.61e+02, 8.94e-04, 2.44e-07, 1.64e+01, 1.64e+01]    []  
144000    [6.67e-01, 3.19e-04, 3.10e-10, 1.61e+01, 1.61e+01]    [9.36e-01, 6.59e-04, 6.69e-09, 1.61e+01, 1.61e+01]    []  
